Title,URL,Author,Price
Robotics and Automation Handbook,https://www.amazon.com/Robotics-Automation-Handbook-Thomas-Kurfess/dp/0849318041/ref=sr_1_194?ie=UTF8&qid=1534925994&sr=8-194&keywords=automation+books,"Robotics and Automation HandbookJun 15, 2004","$ 219 66 "
PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2),https://www.amazon.com/PLC-Programming-Using-RSLogix-500/dp/1515165981/ref=sr_1_195?ie=UTF8&qid=1534925994&sr=8-195&keywords=automation+books,"PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2)Jul 20, 2015","$ 12 95 "
Chef Infrastructure Automation Cookbook,https://www.amazon.com/Infrastructure-Automation-Cookbook-Matthias-Marschall/dp/1849519226/ref=sr_1_196?ie=UTF8&qid=1534925994&sr=8-196&keywords=automation+books,"Chef Infrastructure Automation CookbookAug 26, 2013","$ 44 99 "
Metallica Thrash Metal Band Pet Dog Shirt Personalized Cheap Dog Clothes,https://www.amazon.com/Metallica-Thrash-Metal-Personalized-Clothes/dp/B01DZUZQ1O/ref=sr_1_197?ie=UTF8&qid=1534925994&sr=8-197&keywords=automation+books,Metallica Thrash Metal Band Pet Dog Shirt Personalized Cheap Dog Clothes,
"Automate This: How Algorithms Took Over Our Markets, Our Jobs, and the World",https://www.amazon.com/Automate-This-Algorithms-Markets-World/dp/1591846528/ref=sr_1_198?ie=UTF8&qid=1534925994&sr=8-198&keywords=automation+books,"Automate This: How Algorithms Took Over Our Markets, Our Jobs, and the WorldAug 27, 2013","$ 11 16 "
Just Enough Software Test Automation,https://www.amazon.com/Just-Enough-Software-Test-Automation/dp/0130084689/ref=sr_1_199?ie=UTF8&qid=1534925994&sr=8-199&keywords=automation+books,"Just Enough Software Test AutomationJul 15, 2002","$ 41 50 "
LiPing All kinds of DIY Exquisite Modeling Metal Cutting Dies Stencils Creative Cutting Dies Stamp Stencils Scrapbooking Photo Album Greeting Gift Card Decor Craft (B),https://www.amazon.com/LiPing-Exquisite-Modeling-Stencils-Scrapbooking/dp/B07DFHXL2P/ref=sr_1_200?ie=UTF8&qid=1534925994&sr=8-200&keywords=automation+books,by LiPing,
Amazon Echo Plus User Guide Newbie to Expert in 1 Hour! (Echo & Alexa),https://www.amazon.com/Amazon-Guide-Newbie-Expert-Alexa/dp/1979839980/ref=sr_1_201?ie=UTF8&qid=1534925994&sr=8-201&keywords=automation+books,"Amazon Echo Plus User Guide Newbie to Expert in 1 Hour! (Echo & Alexa)Nov 19, 2017","$ 10 95 "
Bitwise: A Life in Code,https://www.amazon.com/Bitwise-Life-Code-David-Auerbach/dp/1101871296/ref=sr_1_202?ie=UTF8&qid=1534925994&sr=8-202&keywords=automation+books,"Bitwise: A Life in CodeAug 28, 2018","$ 27 95 "
AIQ: How People and Machines Are Smarter Together,https://www.amazon.com/AIQ-People-Machines-Smarter-Together/dp/1250182158/ref=sr_1_203?ie=UTF8&qid=1534925994&sr=8-203&keywords=automation+books,"AIQ: How People and Machines Are Smarter TogetherMay 15, 2018","$ 14 84 "
Software Test Automation,https://www.amazon.com/Software-Test-Automation-Mark-Fewster/dp/0201331403/ref=sr_1_204?ie=UTF8&qid=1534925994&sr=8-204&keywords=automation+books,"Software Test AutomationSep 4, 1999",
MyLab IT with Pearson eText -- Access Card -- for Your Office: Microsoft Office 2016,https://www.amazon.com/MyLab-Pearson-eText-Access-Office/dp/0134487257/ref=sr_1_209?ie=UTF8&qid=1534925995&sr=8-209&keywords=automation+books,"MyLab IT with Pearson eText -- Access Card -- for Your Office: Microsoft Office 2016Apr 25, 2016 | Student Edition","$ 111 85 "
"Robotic Process Automation Tools, Process Automation and Their Benefits: Understanding Rpa and Intelligent Automation",https://www.amazon.com/Robotic-Process-Automation-Tools-Benefits/dp/B07F1GZL9D/ref=sr_1_210?ie=UTF8&qid=1534925995&sr=8-210&keywords=automation+books,by Srikanth Merianda and Russell Newton,
"Secure Processors Part I: Background, Taxonomy for Secure Enclaves and Intel SGX Architecture (Foundations and Trends(r) in Electronic Design Automation)",https://www.amazon.com/Secure-Processors-Part-Architecture-Foundations/dp/1680833006/ref=sr_1_211?ie=UTF8&qid=1534925995&sr=8-211&keywords=automation+books,by Victor Costan and Ilia Lebedev,"$ 99 00 "
Mastering Excel Macros: FileSystemObject (Book 8),https://www.amazon.com/Mastering-Excel-Macros-FileSystemObject-Book-ebook/dp/B012HWB7CS/ref=sr_1_212?ie=UTF8&qid=1534925995&sr=8-212&keywords=automation+books,"Mastering Excel Macros: FileSystemObject (Book 8)Jul 24, 2015",
"Rapid Roboting: Recent Advances on 3D Printers and Robotics (Intelligent Systems, Control and Automation: Science and Engineering)",https://www.amazon.com/Rapid-Roboting-Intelligent-Automation-Engineering/dp/3319400010/ref=sr_1_213?ie=UTF8&qid=1534925995&sr=8-213&keywords=automation+books,by Fernando Alfredo Auat Cheein and Pablo Andrés Prieto Cabrera,"$ 129 00 "
Programming with MicroPython: Embedded Programming with Microcontrollers and Python,https://www.amazon.com/Programming-MicroPython-Embedded-Microcontrollers-Python/dp/1491972734/ref=sr_1_214?ie=UTF8&qid=1534925995&sr=8-214&keywords=automation+books,"Programming with MicroPython: Embedded Programming with Microcontrollers and PythonOct 13, 2017","$ 34 88 "
The Ultimate Guide to G Suite: Everything you need to set up and administer Google's apps for your business (Zapier App Guides Book 9),https://www.amazon.com/Ultimate-Guide-Suite-Everything-administer-ebook/dp/B071F5MTZ1/ref=sr_1_215?ie=UTF8&qid=1534925995&sr=8-215&keywords=automation+books,by Matthew Guay and Weston Thayer,"$ 0 00 "
"Handbook of Design, Manufacturing and Automation",https://www.amazon.com/Handbook-Design-Manufacturing-Automation-Richard/dp/0471552186/ref=sr_1_216?ie=UTF8&qid=1534925995&sr=8-216&keywords=automation+books,"Handbook of Design, Manufacturing and AutomationAug 1994","$ 82 00 "
CNC Control Setup for Milling and Turning,https://www.amazon.com/CNC-Control-Setup-Milling-Turning/dp/0831133503/ref=sr_1_217?ie=UTF8&qid=1534925995&sr=8-217&keywords=automation+books,"CNC Control Setup for Milling and TurningJan 15, 2010","$ 12 28 "
"SAM 2010 Assessment, Training, and Projects v2.0 Printed Access Card",https://www.amazon.com/Assessment-Training-Projects-Printed-Access/dp/1111667373/ref=sr_1_218?ie=UTF8&qid=1534925995&sr=8-218&keywords=automation+books,"SAM 2010 Assessment, Training, and Projects v2.0 Printed Access CardMay 17, 2011","$ 17 00 "
Modern Control Engineering (5th Edition),https://www.amazon.com/Modern-Control-Engineering-Katsuhiko-Ogata/dp/0136156738/ref=sr_1_219?ie=UTF8&qid=1534925995&sr=8-219&keywords=automation+books,"Modern Control Engineering (5th Edition)Sep 4, 2009","$ 37 99 "
Omegamation Prodeck - Norman Rockwell - Complete Automation Handbook and Encyclopedia Card Deck (2008),https://www.amazon.com/Omegamation-Prodeck-Rockwell-Automation-Encyclopedia/dp/B00WNXJHJ2/ref=sr_1_220?ie=UTF8&qid=1534925995&sr=8-220&keywords=automation+books,by NormR,
Experiences of Test Automation: Case Studies of Software Test Automation,https://www.amazon.com/Experiences-Test-Automation-Studies-Software/dp/0321754069/ref=sr_1_225?ie=UTF8&qid=1534925997&sr=8-225&keywords=automation+books,"Experiences of Test Automation: Case Studies of Software Test AutomationJan 9, 2012","$ 44 81 "
Microsoft System Center 2016 Orchestrator Cookbook - Second Edition: Simplify the automation of your administrative tasks,https://www.amazon.com/Microsoft-System-Center-Orchestrator-Cookbook/dp/1786460467/ref=sr_1_226?ie=UTF8&qid=1534925997&sr=8-226&keywords=automation+books,by Michael Seidl and Andreas Baumgarten,"$ 59 99 "
Learn PLC Basics,https://www.amazon.com/shrihari-suryawanshi-Learn-PLC-Basics/dp/B07BGDR1VK/ref=sr_1_227?ie=UTF8&qid=1534925997&sr=8-227&keywords=automation+books,"Learn PLC BasicsMar 15, 2018",
Enterprise Architecture As Strategy: Creating a Foundation for Business Execution,https://www.amazon.com/Enterprise-Architecture-Strategy-Foundation-Execution/dp/1591398398/ref=sr_1_228?ie=UTF8&qid=1534925997&sr=8-228&keywords=automation+books,"Enterprise Architecture As Strategy: Creating a Foundation for Business ExecutionAug 1, 2006","$ 18 80 "
"MICRA #4, VF/NM, Mind Controlled Remote Automation, Comics Interview, 1986 1987",https://www.amazon.com/Controlled-Remote-Automation-Comics-Interview/dp/B079K6LLHV/ref=sr_1_229?ie=UTF8&qid=1534925997&sr=8-229&keywords=automation+books,"MICRA #4, VF/NM, Mind Controlled Remote Automation, Comics Interview, 1986 1987",
Procedures & Theory for Administrative Professionals,https://www.amazon.com/Procedures-Theory-Administrative-Professionals-Karin/dp/111157586X/ref=sr_1_230?ie=UTF8&qid=1534925997&sr=8-230&keywords=automation+books,"Procedures & Theory for Administrative ProfessionalsJan 1, 2012","$ 16 27 "
Exploring Microsoft Office Access 2016 Comprehensive (Exploring for Office 2016 Series),https://www.amazon.com/Exploring-Microsoft-Office-Access-Comprehensive/dp/0134479459/ref=sr_1_231?ie=UTF8&qid=1534925997&sr=8-231&keywords=automation+books,"Exploring Microsoft Office Access 2016 Comprehensive (Exploring for Office 2016 Series)Mar 31, 2016","$ 20 36 "
Automation: The Future of Weed Control in Cropping Systems,https://www.amazon.com/Automation-Future-Control-Cropping-Systems/dp/9400775113/ref=sr_1_232?ie=UTF8&qid=1534925997&sr=8-232&keywords=automation+books,"Automation: The Future of Weed Control in Cropping SystemsNov 21, 2013","$ 141 18 "
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",https://www.amazon.com/Selenium-WebDriver-Practical-Guide-End-ebook/dp/B07BJKWB1J/ref=sr_1_233?ie=UTF8&qid=1534925997&sr=8-233&keywords=automation+books,by Unmesh Gundecha and Satya Avasarala,"$ 31 99 "
"Build Your Own Drone Manual: The practical guide to safely building, operating and maintaining an Unmanned Aerial Vehicle (UAV) (Haynes Owners' Workshop Manual)",https://www.amazon.com/Build-Your-Own-Drone-Manual/dp/0857338137/ref=sr_1_234?ie=UTF8&qid=1534925997&sr=8-234&keywords=automation+books,by Alex Elliott,"$ 29 06 "
PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2),https://www.amazon.com/PLC-Programming-Using-RSLogix-500/dp/1515165981/ref=sr_1_235?ie=UTF8&qid=1534925997&sr=8-235&keywords=automation+books,"PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2)Jul 20, 2015","$ 12 95 "
PHP - HTML for a customizable edit form (IT Easy Solutions - Programming & Office Automation Book 1),https://www.amazon.com/PHP-customizable-Solutions-Programming-Automation-ebook/dp/B0108NNFEG/ref=sr_1_236?ie=UTF8&qid=1534925997&sr=8-236&keywords=automation+books,by Gian Piero Taricco,
Jenkins 2: Up and Running: Evolve Your Deployment Pipeline for Next Generation Automation,https://www.amazon.com/Jenkins-Deployment-Pipeline-Generation-Automation/dp/1491979593/ref=sr_1_241?ie=UTF8&qid=1534925999&sr=8-241&keywords=automation+books,"Jenkins 2: Up and Running: Evolve Your Deployment Pipeline for Next Generation AutomationMay 31, 2018","$ 48 47 "
"Smart Homes For Aging Adults: Learn How Technology Can Help You to Age at Home Longer, Safer and More Comfortably (Smart Home Automation Essential Guides Book 4)",https://www.amazon.com/Smart-Homes-Aging-Adults-Comfortably-ebook/dp/B00K3IR37W/ref=sr_1_242?ie=UTF8&qid=1534925999&sr=8-242&keywords=automation+books,by Gerard O'Driscoll,
The Little Book of Sitecore® Tips: Volume 1,https://www.amazon.com/Little-Book-Sitecore%C2%AE-Tips/dp/1999774000/ref=sr_1_243?ie=UTF8&qid=1534925999&sr=8-243&keywords=automation+books,"The Little Book of Sitecore® Tips: Volume 1Dec 14, 2017","$ 9 99 "
Nest Smart Home Automation System Handbook: Discover How to Build Your Own Smart Home Using The Nest Ecosystem (Smart Home Automation Essential Guides) (Volume 5),https://www.amazon.com/Nest-Smart-Automation-System-Handbook/dp/1511615710/ref=sr_1_244?ie=UTF8&qid=1534925999&sr=8-244&keywords=automation+books,by Mr Gerard O'Driscoll,"$ 17 99 "
"Programming and Automating Cisco Networks: A guide to network programmability and automation in the data center, campus, and WAN (Networking Technology)",https://www.amazon.com/Programming-Automating-Cisco-Networks-programmability/dp/1587144654/ref=sr_1_245?ie=UTF8&qid=1534925999&sr=8-245&keywords=automation+books,by Ryan Tischer and Jason Gooley,"$ 44 44 "
Arduino Project Handbook: 25 Practical Projects to Get You Started,https://www.amazon.com/Arduino-Project-Handbook-Practical-Projects/dp/1593276907/ref=sr_1_246?ie=UTF8&qid=1534925999&sr=8-246&keywords=automation+books,"Arduino Project Handbook: 25 Practical Projects to Get You StartedJun 1, 2016","$ 16 96 "
Player Piano: A Novel,https://www.amazon.com/Player-Piano-Novel-Kurt-Vonnegut/dp/0385333781/ref=sr_1_247?ie=UTF8&qid=1534925999&sr=8-247&keywords=automation+books,"Player Piano: A NovelJan 12, 1999","$ 13 47 "
Microsoft Office Automation with Visual FoxPro,https://www.amazon.com/Microsoft-Office-Automation-Visual-FoxPro/dp/0965509303/ref=sr_1_248?ie=UTF8&qid=1534925999&sr=8-248&keywords=automation+books,Microsoft Office Automation with Visual FoxProJun 2000,
"MeshBook: MESH Cook Book for Home Automation, IoT, and Robots (MESHBOOK Series) (Volume 1)",https://www.amazon.com/MeshBook-MESH-Automation-Robots-MESHBOOK/dp/1530777925/ref=sr_1_249?ie=UTF8&qid=1534925999&sr=8-249&keywords=automation+books,"MeshBook: MESH Cook Book for Home Automation, IoT, and Robots (MESHBOOK Series) (Volume 1)May 13, 2016","$ 12 88 "
PLC Programming using RSLogix 500: Basic Concepts of Ladder Logic Programming! (Volume 1),https://www.amazon.com/PLC-Programming-using-RSLogix-500/dp/1511770341/ref=sr_1_250?ie=UTF8&qid=1534925999&sr=8-250&keywords=automation+books,"PLC Programming using RSLogix 500: Basic Concepts of Ladder Logic Programming! (Volume 1)Apr 15, 2015","$ 12 95 "
PLC Logics and HMI Screens for Advanced Real Time Clock Automation: A pratical approach to occupancy and watering schedule using IEC 61131 - 3 Ladder Logic (AUTOMATION RECIPES),https://www.amazon.com/Logics-Screens-Advanced-Clock-Automation/dp/1980718776/ref=sr_1_251?ie=UTF8&qid=1534925999&sr=8-251&keywords=automation+books,by Rosario Cirrito,"$ 15 99 "
"Programming Siemens Step 7 (TIA Portal), a Practical and Understandable Approach",https://www.amazon.com/Programming-Siemens-Practical-Understandable-Approach/dp/151503657X/ref=sr_1_252?ie=UTF8&qid=1534925999&sr=8-252&keywords=automation+books,"Programming Siemens Step 7 (TIA Portal), a Practical and Understandable ApproachJul 19, 2015","$ 59 95 "
Post-parametric Automation in Design and Construction,https://www.amazon.com/Post-parametric-Automation-Design-Construction-Alfredo/dp/1608076938/ref=sr_1_257?ie=UTF8&qid=1534926001&sr=8-257&keywords=automation+books,"Post-parametric Automation in Design and ConstructionNov 16, 2014","$ 109 00 "
"Amazon Echo Spot - The Complete User Guide: Learn to Use Your Echo Spot Like A Pro (Alexa & Echo Spot Setup, Tips and Tricks)",https://www.amazon.com/Amazon-Echo-Spot-Complete-Tricks/dp/1979896712/ref=sr_1_258?ie=UTF8&qid=1534926001&sr=8-258&keywords=automation+books,by CJ Andersen and Echo Spot,"$ 9 89 "
5S for Operators: 5 Pillars of the Visual Workplace (For Your Organization!) (Volume 2),https://www.amazon.com/5S-Operators-Pillars-Workplace-Organization/dp/1563271230/ref=sr_1_259?ie=UTF8&qid=1534926001&sr=8-259&keywords=automation+books,"5S for Operators: 5 Pillars of the Visual Workplace (For Your Organization!) (Volume 2)Mar 3, 1996","$ 29 33 "
The Ultimate Guide to Google Sheets: Everything you need to build powerful spreadsheet workflows in Google Sheets (Zapier App Guides Book 7),https://www.amazon.com/Ultimate-Guide-Google-Sheets-spreadsheet-ebook/dp/B01IMV1NH2/ref=sr_1_260?ie=UTF8&qid=1534926001&sr=8-260&keywords=automation+books,by Matthew Guay and Michael Grubbs,"$ 0 00 "
PowerShell 6.0 Linux Administration Cookbook: Over 150 recipes to leverage Microsoft's open source automation framework and command line shell,https://www.amazon.com/PowerShell-6-0-Linux-Administration-Cookbook/dp/1789137233/ref=sr_1_261?ie=UTF8&qid=1534926001&sr=8-261&keywords=automation+books,by Prashanth Jayaram;Ram Iyer,"$ 39 99 "
Learn How To Program And Troubleshoot Ladder Logic,https://www.amazon.com/Learn-Program-Troubleshoot-Ladder-Logic/dp/1508474923/ref=sr_1_262?ie=UTF8&qid=1534926001&sr=8-262&keywords=automation+books,"Learn How To Program And Troubleshoot Ladder LogicFeb 5, 2015","$ 23 99 "
101 Tips for a Successful Automation Career,https://www.amazon.com/101-Tips-Successful-Automation-Career/dp/1937560503/ref=sr_1_263?ie=UTF8&qid=1534926001&sr=8-263&keywords=automation+books,"101 Tips for a Successful Automation CareerJul 15, 2010","$ 79 00 "
"The Fourth Age: Smart Robots, Conscious Computers, and the Future of Humanity",https://www.amazon.com/Fourth-Age-Conscious-Computers-Humanity/dp/1501158562/ref=sr_1_264?ie=UTF8&qid=1534926001&sr=8-264&keywords=automation+books,"The Fourth Age: Smart Robots, Conscious Computers, and the Future of HumanityApr 24, 2018","$ 24 30 "
Team Human,https://www.amazon.com/Team-Human-Douglas-Rushkoff/dp/039365169X/ref=sr_1_265?ie=UTF8&qid=1534926001&sr=8-265&keywords=automation+books,"Team HumanJan 22, 2019 | Deckle Edge","$ 23 95 "
LiPing New Flower Heart DIY Exquisite Modeling Metal Cutting Dies Stencils Creative Cutting Dies Stamp Stencils Scrapbooking Photo Album Greeting Gift Card Decor Craft (A),https://www.amazon.com/LiPing-Exquisite-Modeling-Stencils-Scrapbooking/dp/B07D721LYL/ref=sr_1_266?ie=UTF8&qid=1534926001&sr=8-266&keywords=automation+books,by LiPing,
SAM 2013 Assessment and Training v1.0 Printed Access Card,https://www.amazon.com/2013-Assessment-Training-Printed-Access/dp/1285458508/ref=sr_1_267?ie=UTF8&qid=1534926001&sr=8-267&keywords=automation+books,"SAM 2013 Assessment and Training v1.0 Printed Access CardMay 13, 2013","$ 90 79 "
Automate it! - Recipes to upskill your business,https://www.amazon.com/Automate-Recipes-upskill-your-business/dp/1786460513/ref=sr_1_268?ie=UTF8&qid=1534926001&sr=8-268&keywords=automation+books,"Automate it! - Recipes to upskill your businessJan 31, 2017","$ 39 99 "
Industrial Automated Systems: Instrumentation and Motion Control,https://www.amazon.com/Industrial-Automated-Systems-Instrumentation-Control/dp/1435488881/ref=sr_1_273?ie=UTF8&qid=1534926002&sr=8-273&keywords=automation+books,"Industrial Automated Systems: Instrumentation and Motion ControlJun 8, 2010","$ 30 25 "
Python Automation Cookbook: Explore the exciting world of automation through engaging recipes that will enhance your skills,https://www.amazon.com/Python-Automation-Cookbook-exciting-automation/dp/1789133807/ref=sr_1_274?ie=UTF8&qid=1534926002&sr=8-274&keywords=automation+books,by Jaime Buelta,"$ 34 99 "
Practical AutoHotkey: How to get faster at work with text expansion and automation.,https://www.amazon.com/Practical-AutoHotkey-faster-expansion-automation-ebook/dp/B06XTBBZYB/ref=sr_1_275?ie=UTF8&qid=1534926002&sr=8-275&keywords=automation+books,"Practical AutoHotkey: How to get faster at work with text expansion and automation.Mar 22, 2017",
The Excellence Dividend: Meeting the Tech Tide with Work That Wows and Jobs That Last,https://www.amazon.com/Excellence-Dividend-Meeting-Tech-Tide/dp/0525434623/ref=sr_1_276?ie=UTF8&qid=1534926002&sr=8-276&keywords=automation+books,"The Excellence Dividend: Meeting the Tech Tide with Work That Wows and Jobs That LastApr 3, 2018","$ 11 55 "
Secure Processors Part II: Intel SGX Security Analysis and MIT Sanctum Architecture (Foundations and Trends(r) in Electronic Design Automation),https://www.amazon.com/Secure-Processors-Part-Architecture-Foundations/dp/1680833022/ref=sr_1_277?ie=UTF8&qid=1534926002&sr=8-277&keywords=automation+books,by Victor Costan and Ilia Lebedev,"$ 58 20 "
"Security Automation with Ansible 2: Leverage Ansible 2 to automate complex security tasks like application security, network security, and malware analysis",https://www.amazon.com/Security-Automation-Ansible-Leverage-application/dp/1788394518/ref=sr_1_278?ie=UTF8&qid=1534926002&sr=8-278&keywords=automation+books,by Madhu Akula and Akash Mahajan,"$ 44 99 "
Automation Testing with UFT: A Beginner's Guide,https://www.amazon.com/Automation-Testing-UFT-Beginners-Guide/dp/1499324308/ref=sr_1_279?ie=UTF8&qid=1534926002&sr=8-279&keywords=automation+books,"Automation Testing with UFT: A Beginner's GuideMay 1, 2014","$ 15 00 "
Programming LEGO® EV3 My Blocks: Teaching Concepts and Preparing for FLL® Competition (Technology in Action),https://www.amazon.com/Programming-LEGO%C2%AE-EV3-Blocks-Competition/dp/1484234375/ref=sr_1_280?ie=UTF8&qid=1534926002&sr=8-280&keywords=automation+books,by Gene Harding,"$ 14 99 "
Home Automation with the Raspberry Pi: Build Home Automation Systems Using The Power of The Raspberry Pi,https://www.amazon.com/Home-Automation-Raspberry-Pi-Systems-ebook/dp/B00S6QL7DY/ref=sr_1_281?ie=UTF8&qid=1534926002&sr=8-281&keywords=automation+books,by Marco Schwartz,"$ 4 99 "
"MICRA #1, VF, Mind Controlled Remote Automation, Comics Interview, 1986",https://www.amazon.com/Controlled-Remote-Automation-Comics-Interview/dp/B079K527XS/ref=sr_1_282?ie=UTF8&qid=1534926002&sr=8-282&keywords=automation+books,"MICRA #1, VF, Mind Controlled Remote Automation, Comics Interview, 1986",
Systems Analysis and Design (9th Edition),https://www.amazon.com/Systems-Analysis-Design-Kenneth-Kendall/dp/0133023443/ref=sr_1_283?ie=UTF8&qid=1534926002&sr=8-283&keywords=automation+books,"Systems Analysis and Design (9th Edition)Jan 21, 2013","$ 39 99 "
1PC Scrapbooking Silicone Mould Resin Molds for Notebook Book Cover Molds Making DIY Decorative Craft Tool,https://www.amazon.com/Scrapbooking-Silicone-Notebook-Making-Decorative/dp/B07BMXB7NZ/ref=sr_1_284?ie=UTF8&qid=1534926002&sr=8-284&keywords=automation+books,by LEO_Home Decor,
GULP: Getting Started,https://www.amazon.com/GULP-Getting-Started-Qaizar-Qadir-ebook/dp/B0768JTDQ9/ref=sr_1_289?ie=UTF8&qid=1534926004&sr=8-289&keywords=automation+books,"GULP: Getting StartedOct 6, 2017",
"Email Marketing: Email Marketing Bluepring 2015: An Absolute Beginners Guide to: Email Marketing Strategies-Email Marketing Mastery-Email marketing for ... marketing automation, email marketing book)",https://www.amazon.com/Email-Marketing-Strategies-Email-Mastery-Email-automation-ebook/dp/B00Q52IZV8/ref=sr_1_290?ie=UTF8&qid=1534926004&sr=8-290&keywords=automation+books,by Roger Taylor,
Introducing Artificial Intelligence: A Graphic Guide,https://www.amazon.com/Introducing-Artificial-Intelligence-Graphic-Guide/dp/1848312148/ref=sr_1_291?ie=UTF8&qid=1534926004&sr=8-291&keywords=automation+books,"Introducing Artificial Intelligence: A Graphic GuideJul 17, 2012","$ 9 95 "
"Open-Source Robotics and Process Control Cookbook: Designing and Building Robust, Dependable Real-time Systems",https://www.amazon.com/Open-Source-Robotics-Process-Control-Cookbook/dp/0750677783/ref=sr_1_292?ie=UTF8&qid=1534926004&sr=8-292&keywords=automation+books,by Lewin Edwards,"$ 36 52 "
"Electronic Design Automation for IC Implementation, Circuit Design, and Process Technology",https://www.amazon.com/Electronic-Automation-Implementation-Circuit-Technology/dp/1138586013/ref=sr_1_293?ie=UTF8&qid=1534926004&sr=8-293&keywords=automation+books,"Electronic Design Automation for IC Implementation, Circuit Design, and Process TechnologyMar 31, 2018","$ 79 95 "
Definitive Guide to Apple's HomeKit Smart Home Automation System,https://www.amazon.com/Definitive-Apples-HomeKit-Automation-System/dp/1520337876/ref=sr_1_294?ie=UTF8&qid=1534926004&sr=8-294&keywords=automation+books,"Definitive Guide to Apple's HomeKit Smart Home Automation SystemJan 16, 2017","$ 9 99 "
"Selenium WebDriver automation tool training with Java code and programs, eclipse, TestNG, POM framework, Practical Guide, Tips and Tricks, example test case, step by step tutorial: Automation Testing",https://www.amazon.com/Selenium-WebDriver-automation-framework-Practical-ebook/dp/B0746F5XLV/ref=sr_1_295?ie=UTF8&qid=1534926004&sr=8-295&keywords=automation+books,by Pratik Raju,
Robot Programming: A Guide to Controlling Autonomous Robots,https://www.amazon.com/Robot-Programming-Controlling-Autonomous-Robots/dp/0789755009/ref=sr_1_296?ie=UTF8&qid=1534926004&sr=8-296&keywords=automation+books,"Robot Programming: A Guide to Controlling Autonomous RobotsMay 12, 2016","$ 12 99 "
Raspberry Pi 3: Programming and Projects from Beginner to Expert,https://www.amazon.com/Raspberry-Pi-Programming-Projects-Beginner-ebook/dp/B0795LBZW2/ref=sr_1_297?ie=UTF8&qid=1534926004&sr=8-297&keywords=automation+books,"Raspberry Pi 3: Programming and Projects from Beginner to ExpertJan 19, 2018",
"Social Media: Strategies to Mastering Your Brand: Facebook, Instagram, Twitter and Snapchat",https://www.amazon.com/Social-Media-Strategies-Mastering-Instagram/dp/B01LXV4BS7/ref=sr_1_298?ie=UTF8&qid=1534926004&sr=8-298&keywords=automation+books,by David Kelly and Martin James,
The Kitty Hawk Venture: A Novel About Continuous Testing in DevOps to Support Continuous Delivery and Business Success,https://www.amazon.com/Kitty-Hawk-Venture-Continuous-Delivery/dp/1484236602/ref=sr_1_299?ie=UTF8&qid=1534926004&sr=8-299&keywords=automation+books,by Jeffrey Scheaffer and Aruna Ravichandran,"$ 27 99 "
(Part 1) You Must Learn VBScript for QTP/UFT: Don't Ignore The Language For Functional Automation Testing,https://www.amazon.com/Part-You-Must-Learn-VBScript-ebook/dp/B019L39994/ref=sr_1_300?ie=UTF8&qid=1534926004&sr=8-300&keywords=automation+books,"by Jones II, Rex Allen","$ 0 00 "
Home Automation and Security Projects for Raspberry Pi (Book 2),https://www.amazon.com/Home-Automation-Security-Projects-Raspberry/dp/1521285950/ref=sr_1_305?ie=UTF8&qid=1534926006&sr=8-305&keywords=automation+books,"Home Automation and Security Projects for Raspberry Pi (Book 2)May 17, 2017","$ 14 99 "
Introduction to Stochastic Control Theory (Dover Books on Electrical Engineering),https://www.amazon.com/Introduction-Stochastic-Control-Electrical-Engineering/dp/0486445313/ref=sr_1_306?ie=UTF8&qid=1534926006&sr=8-306&keywords=automation+books,"Introduction to Stochastic Control Theory (Dover Books on Electrical Engineering)Jan 6, 2006","$ 17 95 "
